Местное время в Москве (центр, Балчуг);T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
11.03.2021 12:00;-8.7;761.1;773.4;;32;Ветер, дующий с запада;1;;;Облаков нет.; ;;;;;;;;;;10.0;-22.7;;;;;;
11.03.2021 9:00;-13.9;761.2;773.8;;50;Ветер, дующий с западо-северо-запада;1;;;Облаков нет.; ;;;-15.0;;;;;;;10.0;-22.2;Осадков нет;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;40.0
11.03.2021 6:00;-14.9;760.9;773.5;;52;Ветер, дующий с западо-северо-запада;1;;;Облаков нет.; ;;;-14.9;;;;;;;10.0;-22.6;Осадков нет;12;;;;
11.03.2021 3:00;-14.4;760.6;773.2;;51;Ветер, дующий с запада;2;;;Облаков нет.; ;;;;;;;;;;10.0;-22.3;;;;;;
11.03.2021 0:00;-12.8;760.2;772.6;;41;Ветер, дующий с северо-запада;1;;;Облаков нет.; ;;;;;;;;;;10.0;-23.5;;;;;;
10.03.2021 21:00;-12.5;759.8;772.3;;40;Ветер, дующий с западо-северо-запада;2;;;Облаков нет.; ;;;;-11.2;;;;;;10.0;-23.5;Осадков нет;12;;;;
10.03.2021 18:00;-12.1;759.1;771.6;;35;Ветер, дующий с севера;1;;;Облаков нет.; ;;;;;;;;;;10.0;-24.5;Осадков нет;12;;;;
10.03.2021 15:00;-11.6;758.8;771.2;;38;Ветер, дующий с северо-запада;2;;;Облаков нет.; ;;;;;;;;;;10.0;-23.1;;;;;;
10.03.2021 12:00;-14.6;758.7;771.3;;53;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;;;;;;;10.0;-22.1;;;;;;
10.03.2021 9:00;-18.5;757.9;770.7;;69;Ветер, дующий с востоко-северо-востока;2;;;Облаков нет.; ;;;-18.9;;;;;;;10.0;-22.9;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;41.0
10.03.2021 6:00;-18.1;756.5;769.2;;69;Ветер, дующий с северо-запада;2;;;Облаков нет.; ;;;-18.1;;;;;;;10.0;-22.4;Осадков нет;12;;;;
10.03.2021 3:00;-16.6;755.5;768.1;;65;Ветер, дующий с северо-востока;2;;;Облаков нет.; ;;;;;;;;;;10.0;-21.7;;;;;;
10.03.2021 0:00;-14.3;754.6;767.0;;62;Ветер, дующий с северо-северо-запада;2;;;Облаков нет.; ;;;;;;;;;;10.0;-20.0;;;;;;
09.03.2021 21:00;-12.5;753.5;765.9;;60;Ветер, дующий с северо-запада;2;;;Облаков нет.; ;;;;-8.9;;;;;;10.0;-18.8;Осадков нет;12;;;;
09.03.2021 18:00;-10.6;752.0;764.2;;58;Ветер, дующий с северо-северо-запада;2;;;60%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";60%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-17.3;Осадков нет;12;;;;
09.03.2021 15:00;-9.7;751.0;763.2;;52;Ветер, дующий с западо-северо-запада;3;;;70 – 80%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-17.8;;;;;;
09.03.2021 12:00;-10.3;750.4;762.6;;60;Ветер, дующий с северо-запада;2;;;90  или более, но не 100%; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-16.7;;;;;;
09.03.2021 9:00;-12.8;749.2;761.5;;73;Ветер, дующий с северо-запада;2;;;Облаков нет.; ;;;-13.0;;;;;;;10.0;-16.6;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;42.0
09.03.2021 6:00;-12.0;748.0;760.3;;75;Ветер, дующий с северо-северо-запада;2;;;Облаков нет.; ;;;-12.0;;;;;;;10.0;-15.5;0.3;12;;;;
09.03.2021 3:00;-9.9;747.1;759.2;;68;Ветер, дующий с северо-запада;1;;;Облаков нет.; ;;;;;;;;;;10.0;-14.8;;;;;;
09.03.2021 0:00;-8.1;746.0;758.1;;73;Ветер, дующий с северо-северо-запада;2;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые башенкообразные или хлопьевидные.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-12.2;;;;;;
08.03.2021 21:00;-6.7;744.8;756.7;;71;Ветер, дующий с северо-северо-запада;2;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Снег и/или другие виды твердых осадков;;-4.1;Слоисто-кучевые, образовавшиеся из кучевых.;100%.;600-1000;;;10.0;-11.2;0.5;12;;;;
08.03.2021 18:00;-5.8;742.8;754.7;;64;Ветер, дующий с северо-запада;2;;;70 – 80%.;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";60%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;-11.5;0.2;12;;;;
08.03.2021 15:00;-4.6;740.8;752.6;;61;Ветер, дующий с западо-северо-запада;3;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;4.0;-11.1;;;;;;
08.03.2021 12:00;-5.0;738.8;750.6;;66;Ветер, дующий с северо-запада;3;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;4.0;-10.5;;;;;;
08.03.2021 9:00;-6.0;736.3;748.1;;78;Ветер, дующий с западо-северо-запада;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-6.3;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;4.0;-9.3;0.4;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;43.0
08.03.2021 6:00;-5.7;734.9;746.6;;75;Ветер, дующий с запада;1;;;100%.; ;;;-5.8;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-9.4;0.4;12;;;;
08.03.2021 3:00;-5.2;735.1;746.8;;77;Ветер, дующий с запада;1;;;100%.;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;10.0;-8.7;;;;;;
08.03.2021 0:00;-4.8;734.8;746.5;;73;Ветер, дующий с запада;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;4.0;-8.9;;;;;;
07.03.2021 21:00;-4.1;733.7;745.4;;87;Ветер, дующий с западо-юго-запада;1;;;50%.;Облака в целом рассеиваются или становятся менее развитыми. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;-1.3;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;50%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-6.0;3.0;12;;;;
07.03.2021 18:00;-3.1;733.4;745.0;;74;Ветер, дующий с запада;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;-7.2;3.0;12;;;;
07.03.2021 15:00;-1.6;733.2;744.7;;81;Ветер, дующий с запада;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;4.0;-4.5;;;;;;
07.03.2021 12:00;-3.5;734.6;746.2;;86;Ветер, дующий с западо-юго-запада;1;;;100%.;Снег с перерывами умеренный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;2.0;-5.5;;;;;;
07.03.2021 9:00;-5.1;737.5;749.2;;86;Ветер, дующий с юго-юго-запада;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-6.6;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;4.0;-7.1;0.5;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;38.0
07.03.2021 6:00;-6.2;741.0;752.8;;74;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;-6.6;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;10.0;-10.2;Осадков нет;12;;;;
07.03.2021 3:00;-6.5;744.4;756.4;;64;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;10.0;-12.3;;;;;;
07.03.2021 0:00;-6.2;747.4;759.4;;70;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;10.0;-10.8;;;;;;
06.03.2021 21:00;-5.2;749.2;761.1;;66;Ветер, дующий с запада;1;;;Облаков нет.; ;;;;-2.4;;;;;;10.0;-10.6;Осадков нет;12;;;;
06.03.2021 18:00;-4.5;749.3;761.2;;57;Ветер, дующий с запада;2;;;40%.; ;;;;;Слоисто-кучевые, образовавшиеся из кучевых.;40%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-11.8;Осадков нет;12;;;;
06.03.2021 15:00;-3.6;749.9;761.8;;58;Ветер, дующий с западо-северо-запада;2;;;90  или более, но не 100%; ;;;;;Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.;60%.;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-10.7;;;;;;
06.03.2021 12:00;-4.0;750.4;762.3;;59;Ветер, дующий с западо-северо-запада;2;;;100%.; ;;;;;Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.;100%.;600-1000;;;10.0;-11.0;;;;;;
06.03.2021 9:00;-7.1;750.7;762.8;;78;Ветер, дующий с запада;1;;;Облаков нет.; ;;;-7.4;;;;;;;10.0;-10.3;Осадков нет;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;38.0
06.03.2021 6:00;-6.7;750.1;762.1;;74;Ветер, дующий с западо-северо-запада;1;;;Облаков нет.; ;;;-6.8;;;;;;;10.0;-10.7;Осадков нет;12;;;;
06.03.2021 3:00;-5.6;749.8;761.8;;77;Ветер, дующий с западо-северо-запада;2;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;20–30%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-9.1;;;;;;
06.03.2021 0:00;-4.2;748.9;760.8;;64;Ветер, дующий с западо-северо-запада;1;;;Облаков нет.; ;;;;;;;;;;10.0;-10.1;;;;;;
05.03.2021 21:00;-2.7;747.7;759.5;;52;Ветер, дующий с западо-северо-запада;1;;;Облаков нет.; ;;;;-0.1;;;;;;10.0;-11.3;0.4;12;;;;
05.03.2021 18:00;-2.0;746.4;758.2;;57;Ветер, дующий с северо-запада;1;;10;20–30%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-9.5;0.4;12;;;;
05.03.2021 15:00;-1.7;745.4;757.1;;62;Ветер, дующий с северо-запада;3;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-8.2;;;;;;
05.03.2021 12:00;-1.1;744.1;755.8;;53;Ветер, дующий с запада;1;;;90  или более, но не 100%; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-9.6;;;;;;
05.03.2021 9:00;-3.3;743.2;755.0;;75;Ветер, дующий с западо-северо-запада;1;;;90  или более, но не 100%; ;;;-4.0;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-7.2;Осадков нет;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;38.0
05.03.2021 6:00;-3.5;742.1;753.9;;75;Ветер, дующий с западо-северо-запада;1;;;70 – 80%.; ;;;-3.5;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-7.3;Осадков нет;12;;;;
05.03.2021 3:00;-2.8;741.1;752.8;;69;Ветер, дующий с западо-северо-запада;2;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;-7.8;;;;;;
05.03.2021 0:00;-0.8;739.9;751.5;;57;Ветер, дующий с севера;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;10.0;-8.4;;;;;;
04.03.2021 21:00;0.6;738.8;750.4;;55;Ветер, дующий с севера;1;;;100%.;Состояние неба в общем не изменилось. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;02.���;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;10.0;-7.5;0.9;12;;;;
04.03.2021 18:00;01.���;738.4;749.8;;59;Ветер, дующий с запада;1;;;100%.;Дождь (незамерзающий) неливневый. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;10.0;-6.0;2.0;12;;;;
04.03.2021 15:00;01.���;738.4;749.9;;74;Ветер, дующий с северо-северо-запада;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Дождь со снегом или другими видами твердых осадков;Дождь.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;4.0;-3.0;;;;;;
04.03.2021 12:00;02.���;737.9;749.4;;80;Ветер, дующий с запада;2;;;100%.;Состояние неба в общем не изменилось. ;Дождь со снегом или другими видами твердых осадков;Дождь.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;10.0;-0.4;;;;;;
04.03.2021 9:00;2.0;738.5;750.0;;85;Ветер, дующий с запада;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Дождь со снегом или другими видами твердых осадков;Дождь.;01.���;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;4.0;-0.3;1.0;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;39.0
04.03.2021 6:00;01.���;739.6;751.1;;85;Ветер, дующий с северо-запада;1;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;01.���;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-0.4;0.3;12;;;;
04.03.2021 3:00;02.���;741.5;753.0;;68;Ветер, дующий с запада;1;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;10.0;-2.6;;;;;;
04.03.2021 0:00;02.���;743.9;755.5;;63;Ветер, дующий с западо-северо-запада;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-4.0;;;;;;
03.03.2021 21:00;02.���;746.0;757.6;;57;Ветер, дующий с запада;2;;;20–30%.; ;;;;03.���;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;-5.2;Осадков нет;12;;;;
03.03.2021 18:00;03.���;747.4;758.9;;53;Ветер, дующий с запада;2;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-5.1;Осадков нет;12;;;;
03.03.2021 15:00;03.���;748.8;760.3;;57;Ветер, дующий с западо-северо-запада;2;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся из кучевых.;100%.;1000-1500;;;10.0;-4.5;;;;;;
03.03.2021 12:00;02.���;749.9;761.6;;58;Ветер, дующий с запада;3;;;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся из кучевых.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;;10.0;-5.3;;;;;;
03.03.2021 9:00;-1.3;750.1;761.9;;57;Ветер, дующий с западо-северо-запада;2;;;Облаков нет.; ;;;-1.7;;;;;;;10.0;-8.8;Осадков нет;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;39.0
03.03.2021 6:00;-1.3;749.6;761.4;;64;Ветер, дующий с северо-запада;2;;;70 – 80%.; ;;;-1.3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";10.0;-7.4;Осадков нет;12;;;;
03.03.2021 3:00;-0.6;748.7;760.4;;66;Ветер, дующий с северо-северо-запада;3;;;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-6.2;;;;;;
03.03.2021 0:00;01.���;746.8;758.4;;63;Ветер, дующий с северо-запада;2;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-4.6;;;;;;
02.03.2021 21:00;02.���;745.7;757.3;;71;Ветер, дующий с западо-северо-запада;3;;;70 – 80%.; ;;;;05.���;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;10.0;-2.4;Осадков нет;12;;;;
02.03.2021 18:00;04.���;744.5;756.0;;51;Ветер, дующий с западо-северо-запада;2;;;10%  или менее, но не 0; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";10.0;-4.7;Осадков нет;12;;;;
02.03.2021 15:00;05.���;744.2;755.6;;50;Ветер, дующий с западо-северо-запада;3;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-3.8;;;;;;
02.03.2021 12:00;04.���;744.8;756.3;;64;Ветер, дующий с северо-запада;3;;10;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-1.6;;;;;;
02.03.2021 9:00;04.���;745.3;756.7;;72;Ветер, дующий с западо-северо-запада;2;;;100%.; ;;;02.���;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-0.3;Осадков нет;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;44.0
02.03.2021 6:00;03.���;745.6;757.1;;78;Ветер, дующий с запада;2;;;100%.; ;;;02.���;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;0.1;Осадков нет;12;;;;
02.03.2021 3:00;03.���;746.9;758.5;;79;Ветер, дующий с запада;2;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;0.3;;;;;;
02.03.2021 0:00;03.���;748.8;760.3;;77;Ветер, дующий с запада;2;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-0.2;;;;;;
01.03.2021 21:00;02.���;750.7;762.4;;77;Ветер, дующий с запада;2;;;100%.; ;;;;02.���;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-1.0;Осадков нет;12;;;;
01.03.2021 18:00;02.���;752.6;764.2;;71;Ветер, дующий с запада;1;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-2.3;Осадков нет;12;;;;
01.03.2021 15:00;02.���;754.3;766.0;;63;Ветер, дующий с запада;2;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-3.6;;;;;;
01.03.2021 12:00;02.���;755.7;767.4;;57;Ветер, дующий с запада;1;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-5.3;;;;;;
01.03.2021 9:00;1.0;755.8;767.6;;81;Ветер, дующий с западо-северо-запада;1;;;100%.; ;;;0.2;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";;10.0;-1.9;Осадков нет;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;44.0
01.03.2021 6:00;0.8;755.4;767.2;;78;Ветер, дующий с запада;1;;;100%.; ;;;0.2;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-2.6;Осадков нет;12;;;;
01.03.2021 3:00;0.7;754.7;766.5;;73;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-3.7;;;;;;
01.03.2021 0:00;0.9;753.7;765.4;;72;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-3.6;;;;;;
28.02.2021 21:00;01.���;752.2;763.9;;71;Ветер, дующий с востока;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;02.���;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-3.7;2.0;12;;;;
28.02.2021 18:00;01.���;750.9;762.5;;71;Ветер, дующий с востока;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-3.1;2.0;12;;;;
